text,label
"Subject: is it always that much ?
spur - m formula
increase sperm production 500 %
shoot five times your load and have longer more satisfying orgasms .
complete satisfaction fully guaranteed by the industry leader - it is a money -
back guarantee that has never been needed by any of our our million customers !
this is what the world ' s top porn stars use for their huge effects !
http : / / pockmarked . com / spur / ? aa
",1
"Subject: since i never say a nom change i am hoping all deals are in and correct .
valero should be in for the following :
celanese : 5 , 000 base 5 , 000 swing
houston : 10 , 000 base 16 , 000 swing
tx city 10 , 000 base 15 , 000 swing",0
"Subject: sitara updates
this is a note to update you guys on the progress i ' m making concerning
cleaning - up and combining well - head deals . . . so far , i have completed :
eog :
deal 126358 reflects 0 volumes on meter 6067 march 2000 forward
deal 126281 reflects volumes on meter 6296 as well as volumes moved from
sitara deal 126358 ; all volumes are at meter 6296
forest :
deal 132832 reflects 0 volumes march 2000 forward
deal 139397 reflects the combined volumes from both deals on meter 6396
suemaur :
deal 138658 reflects 0 volumes march 2000 forward
deal 138658 reflects the combined volumes from both deals on meter 9766
a similar effort will be made for : saxet ( deals 154608 / 138546 ) ; comstock
( deals 125827 / 125828 / 125899 ) ; and costilla ( deals 125783 / 125900 )
o ' neal 3 - 9686",0
"Subject: rolex , cartier , piaget replicas - expensive look , not expensive price - omega , longines , louis vuitton - 830451
d 452 ch 77
rolex , cartier , piaget replicas - expensive look , not expensive price - omega , longines , louis vuitton - 830451
a must - see - http : / / consanguine . habnhfbm . info / ? 7 vf 9 fc 8 ahckf 6 ddibn
no more adz - http : / / burgeon . ndglhffn . info / deconvolve ? 9 rhhhka 6 jegn 8 f 9 troutman
q 221 rn 62
",1
"Subject: calpine daily gas nomination
>
ricky a . archer
fuel supply
700 louisiana , suite 2700
houston , texas 77002
713 - 830 - 8659 direct
713 - 830 - 8722 fax
- calpine daily gas nomination 1 . doc",0
"Subject: fwd : fw : fwd : picture worth a thousand words
the hits just keep on coming .
- - - - - - - - - - - - - - - - - - - - - - forwarded by steve venturatos / hou / ect on 11 / 14 / 2000
11 : 23 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
"" bradley rome "" on 11 / 14 / 2000 11 : 14 : 31 am
please respond to
to : , ,
, ,
, , ,
cc :
subject : fwd : fw : fwd : picture worth a thousand words
bradley j . rome , cpl / esa
senior staff landman
burlington resources oil dave hackney ( e - mail ) ; doug bowling ( e - mail ) ;
george grau ( e - mail ) ; jay martin ( e - mail ) ; jim bailey ( e - mail ) ; jim
vance ( e - mail ) ; kevin ashley ( e - mail ) ; leanne cantrell ( e - mail ) ; lew
scott ( e - mail ) ; mike bowman ( e - mail ) ; steve bohnet ( e - mail ) ; tim walker
( e - mail ) ; todd burkes ( e - mail )
subject : fw : fwd : picture worth a thousand words
> - - - - - original message - - - - -
> from : lisa lahoste
> sent : tuesday , november 14 , 2000 6 : 00 am
> to : barbara meyer ; bob murphy ; bob byars
> subject : fwd : picture worth a thousand words
>
> >
>
> lisa lahoste
> energy partners , ltd .
> engineering technician
> east bay field
> ( 504 ) 799 - 1919
> ( 504 ) 799 - 1910 fax
> llahoste @ eplweb . com
>
- algore . jpg",0
"Subject: re : correction to 4 / 5 / 00 nominations for eastrans and nomination
for 4 / 6 / 00
this is the latest update via a verbal agreement between chad cass and darren
farmer . . .
april 5
effective 9 : 00 am the nominations and redeliveries are "" 0 ""
the fuels cotton valley volume of 7800 mmbtu will be purchased by hpl at gas
daily ( hsc - 5 ) .
april 6
effective 9 : 00 am the nominations and redeliveries are "" 0 ""
the fuels cotton valley volume of 7800 mmbtu will be purchased by hpl at
gas
daily ( hsc - 5 ) .
april 7
until further notice the nominations and redeliveries will be at "" 0 ""
fuels cotton valley gas will be purchased by hpl at a "" to be determined
price . "" * *
* * darren - please give me a call so we can discuss the pricing for the fcv
gas .
if anyone has any questions please feel free to give me a call .
thanks ,
chad cass
713 - 627 - 6202
marta k henderson
04 / 06 / 2000 07 : 49 am
sent by : marta k henderson
to : stacey . neuweiler @ enron . com , dfarmer @ enron . com , briley @ enron . com
cc : william e . speckels / gcs / cec / pec @ pec , chad w . cass / gcs / cec / pec @ pec ,
darrel
f . bane / easttexas / pefs / pec @ pec , michael r .
cherry / easttexas / pefs / pec @ pec ,
donna c . spencer / gcs / cec / pec @ pec , cheryl l . horning / gcs / cec / pec @ pec ,
julia
a . mohn / gcs / cec / pec @ pec , dora j . levy / gcs / cec / pec @ pec , bruce
mcmills / ftworth / pefs / pec @ pec , sharon beemer / ftworth / pefs / pec @ pec
subject : correction to 4 / 5 / 00 nominations for eastrans and nomination for
4 / 6 / 00
beginning 2 : 00 pm on 4 / 5 / 00 nomination :
deliveries :
0 mmbtu into eastrans
redeliveries :
0 mmbtu
for 4 / 6 / 00 , the nomination is as follows :
deliveries :
0 mmbtu into eastrans
redeliveries :
0 mmbtu",0
"Subject: marshall ( hpl meter 6296 ) volume increase effective may 19 , 2001
daren ,
is it already to change this nomination ?
bob
- - - - - - - - - - - - - - - - - - - - - - forwarded by robert cotten / hou / ect on 05 / 21 / 2001 07 : 54 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
suzanne _ saldivar @ eogresources . com on 05 / 18 / 2001 10 : 14 : 51 am
to : michael . w . morris @ enron . com , rcotten @ enron . com
cc :
subject : marshall ( hpl meter 6296 ) volume increase effective may 19 , 2001
can you increase the sales / nominations at the referenced meter by 500
mmbtu / d effective may 21 ? have learned that el paso ( pg this increases the volume eog resources
has available for sale . please contact me with any questions or concerns .
thanks !
suzanne saldivar
sr . marketing administrator
713 - 651 - 6858",0
"Subject: csgu to launch 13 videos
multimedia sector csgu announces . . . multimedia sector csgu announces . . . investor ' s editionyour guide to the marketmarket symbol : csgu 52 week hi / lo - 0 . 48 - . 025 medium - term target : . 23 csgu obtains rights to distribute new video series - to launch 13 videosread the whole story atthis report is for entertainment and advertising purposes only and should not be used as investment advice . for information puposes only . penny stocks are considered highly speculative and may be unsuitable for all but very aggressive investors . this profile is not in any way affiliated with the featured company . we were compensated 3000 dollars to distribute this report . apartado 261 - 4005 belen , heredia , costa rica . - take me off your subscriber list",1
"Subject: 18 yearold cocksuckers !
download hot teen movies now !
hot new xxx movies !
please remove me of this list
",1
"Subject: shut in of meter 986240
at approximately 11 : 00 am on tuesday , january 11 , 2000 , meter 986240 el
campon / shanghai common point was shut in due to a leak on a 6 "" lateral off of
the edna 24 "" . the meter will be shut in until late thursday or early on
friday , january 13 or 14 , after repairs are complete .
if you have any questions please call me at 36449 .
thanks
gary",0
"Subject: re : saudi arabia
daren :
i ' ll follow - up on this , but i ' m sure you know it isn ' t a very likely story .
i ' ll be in saudi this friday , so if mr . maldonado has any leads there i can
check ' em out .
please say hi to doug and tell him we ' re getting a little closer to that gas
pipeline to displace liquids on the saudi west coast .
regards ,
samir
rob stewart
07 / 20 / 2000 02 : 47 am
to : samir salama / enron _ development @ enron _ development
cc :
subject : saudi arabia
this sounds right up your street
thanks
- - - - - - - - - - - - - - - - - - - - - - forwarded by rob stewart / enron _ development on
07 / 20 / 2000 02 : 45 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
daren j farmer @ ect
06 / 15 / 2000 03 : 05 pm
to : rob stewart / eu / enron @ enron
cc :
subject : saudi arabia
rob ,
i got your name from doug leach . he thought that you would be the person to
talk to about this .
i got a call last night from rudolph maldonado . ( the operator forwarded him
our way . ) he stated that he has some natural gas to sell in saudi arabia .
his number is 562 - 866 - 1755 . could you give him a call and check this out ? i
told him that i would find someone that he could discuss this with .
i can be reached at 3 - 6905 if you have any questions .
daren farmer",0
"Subject: change in operating companies
please have the operating companies for both daren farmer and stacey
neuweiler moved from enron north america ( co 413 ) to houston pipeline company
( 012 ) asap . additionally , if possible , please have payroll ensure that their
wages are not double dipped on social security . the business reason for the
move is for compliance with the railroad commission ' s code of conduct . there
is one other employee , ami chokshi , in daren ' s rc which needs to remain as
ena until i get a ruling from legal . the rc remains the same , 1497 .
additionally , it is my understanding that there is no problem with multiple
operating companies within a group .
let me know if you need anything further .",0
"Subject: shell meters for october
i have confirmed with rusty at shell for october . expected flows by meter
are as follows :
1060 - east low pressure : 35 m
1061 - west low pressure : om
1095 - shell south : 40 m
1581 - shell high pressure : 15 m
the numbers may flip around in a couple of weeks , after they bring some units
back on at meter 1581 . we need to just be sure that they keep a rate between
points of 90 m / day .
please let me know if you have any questions , comments .
thank you ,
mary",0
"Subject: txu nom . s for 10 / 11 / 00
attached please find the txu fuel nominations for wednesday , oct . 11 , 2000 .
( see attached file : hpll 011 . xls )
- hpll 011 . xls",0
"Subject: cilco storage
the cilco volumes are different than the confirmed volumes to cilco . please
review the attached the spreadsheets from lisa kinsey , the central desk
scheduler responsible for the cilco account . the biggest variance is in
january 2000 . cilco withdrew 200 , 000 mmbtu ' s more than we booked @ bammel .
please let me know the best way to correct the problem . i suspect the
variance is showing up as a transport imbalance . also , the nomination for
the current month is 7 , 327 mmbtu instead of 7 , 000 mmbtu per day . 7 , 000 is
the volume delivered to cilco after transport fuel .
- - - - - - - - - - - - - - - - - - - - -
lisa kinsey
03 / 21 / 2000 08 : 12 am
to : kenny j soignet / hou / ect @ ect
cc :
subject : cilco storage
kenny ,
attached is the worksheet that i have been using to verify cilco ' s storage
balance with vonda seckler from cilco . let me know if you need anything
else .
lisa kinsey
ext 37628",0
"Subject: re : coastal o & g , mtr . 4179 , goliad co .
vance ,
julie meyers created deal # 592122 in sitara . i have edited the ticket to
reflect the details described below :
bob
vance l taylor
02 / 01 / 2001 08 : 21 am
to : robert cotten / hou / ect @ ect
cc : clem cernosek / hou / ect @ ect
subject : coastal o & g , mtr . 4179 , goliad co .
bob ,
if have not put the deal in yet , please modify the period to reflect 9 / 1 -
9 / 13 . there was flow on 9 / 13 .
thanks ,
vlt
x 3 - 6353
- - - - - - - - - - - - - - - - - - - - - - forwarded by vance l taylor / hou / ect on 02 / 01 / 2001
08 : 24 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
vance l taylor
01 / 31 / 2001 05 : 08 pm
to : robert cotten / hou / ect @ ect
cc : brian m riley / hou / ect @ ect , clem cernosek / hou / ect @ ect , donald p
reinhardt / hou / ect @ ect , cynthia hakemack / hou / ect @ ect , julie
meyers / hou / ect @ ect , lisa hesse / hou / ect @ ect , melissa graves / hou / ect @ ect
subject : coastal o & g , mtr . 4179 , goliad co .
bob ,
hplc purchased wellhead gas from the producer listed below for the specified
period . this production was purchased on a "" spot "" basis and a deal ticket
should be created and entered into sitara based on the following information :
counterparty meter volume price period
coastal oil & gas corp 4179 4 , 500 mmbtu / d 85 % if / hsc 9 / 1 / 00 - 9 / 8 / 00
additionally , this are producer svcs . deals and should be tracked in the im
wellhead portfolio . . . attached to the gathering contract .
thanks ,
vlt
x 3 - 6353",0
"Subject: change name on pipeline , contract no . teco 9121 , global contract no .
96016601
- - - - - - - - - - - - - - - - - - - - - - forwarded by stacey neuweiler / hou / ect on 03 / 24 / 2000
11 : 37 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
marlene hilliard
03 / 24 / 2000 11 : 04 am
to : stacey neuweiler / hou / ect @ ect , rita wynne / hou / ect @ ect , sylvia a
campos / hou / ect @ ect , julie meyers / hou / ect @ ect
cc :
subject : change name on pipeline , contract no . teco 9121 , global contract no .
96016601
please be advised that contract no . teco 9121 shows in the global contract
system as pg & e texas pipeline , l . p . , however , the pipeline name should be
pg & e gas transmission teco , inc . . apparently , the pipeline name was entered
into the global system incorrectly . i have confirmed this with charles berner
in the contracts administration section and kim watson , both with pg & e gas
transmission teco , inc . . the contract name should be pg & e gas transmission
teco , inc .
i would like to change the pipeline to reflect the correct pipeline name
effective april 1 , 2000 . thus it will not affect the previous noms for this
contract .
all please respond to let me know if this will cause problems with
replication or anything else with the system .
julie and stacey , deal no . 47434 is attached to this contract you may need
to change this in your system .
marlene hilliard",0
"Subject: hpl nom for january 25 , 2001
( see attached file : hplnol 25 . xls )
- hplnol 25 . xls",0
"Subject: enron / hpl actuals for july 18 , 2000
teco tap 10 . 000 / enron ; 65 . 000 / iferc
ls hpl lsk ic 30 . 000 / enron",0
"Subject: fw : insider secrets in real estate investing
latoya
welcome to the best kept secret in the
financial markets !
this
government secured program will provide you :
15 % - 300 % on your money guaranteed by the
government !
the highest guaranteed interest returns compared
to any other investment .
a return up to 100 times your money backed by
government secured property .
security in your investment that the stock market
cannot compare to .
real estate for pennies on the dollar !
ability to control your financial future .
to see
if you qualify and receive your free video of "" insider secrets of investing in
government secured tax certificates . "" click here
.
",1
"Subject: better than viagra
hi !
we have a new product that we offer to you , c _ i _ a _ l _ i _ s soft tabs ,
cialis soft tabs is the new impotence treatment drug that everyone
is talking about . soft tabs acts up to 36 hours , compare this to
only two or three hours of viagra action ! the active ingredient is
tadalafil , same as in brand cialis .
simply dissolve half a pill under your tongue , 10 min before sex ,
for the best erections you ' ve ever had !
soft tabs also have less sidebacks ( you can drive or mix alcohol
drinks with them ) .
you can get it at : http : / / ejrhxw 322 . com / soft /
no thanks : http : / / ejrhxw 322 . com / rr . php
",1
"Subject: archived great shots of california living
greetings love ,
your favourite celebs - revolting jpeg ' s of madonna link
and lots more like :
sexy avi ' s of sarah michelle gellar
groundbreaking identity theft of pamela anderson
heartbreaking pictures of mariah carey
to remove : http : / / www . 24 - 7 medz . com / rms . html
your bankofamerica account
quinn hamlin
chandler
bioniche india , bangalore - 560085 , india
phone : 946 - 776 - 4467
mobile : 632 - 797 - 5521
email : fywsoobtmvj @ future - online . net
this is an auto - generated message - please do not reply to this message
this version is a 01 decade definite download
notes :
the contents of this info is for manipulation and should not be incestuous isadore
cuba transferred alexandria
time : mon , 20 dec 2004 01 : 07 : 17 + 0200",1
"Subject: urgent news alert ! ( otcbb : gspm ) gold is hot !
stock
profile
company name
golden spirit minerals ltd
stock symbol
otcbb : gspm
current price
$ 0 . 044
shares
outstanding
40 . 7
million
approx .
float
29 . 2 million
gspm
highlights
corporate
profile
press
release
important disclaimer and information :
verify all claims and do your own due diligence . stocks to play ( s 2 p ) profiles are not a
solicitation or recommendation to buy , sell or hold securities .
s 2 p is not offering securities for sale . all statements and expressions are the
sole opinion of
s 2 p and are subject to change without notice . the companies that are discussed in
this opinion have not approved the statements made in this opinion . this release may contain
statements that constitute forward - looking statements within the meaning of section 27 a of
the securities act of 1933 , as amended , and section 21 e the securities exchange act of 1934 ,
as amended . the words "" may "" "" would , "" "" will , "" "" expect , "" "" estimate , "" "" anticipate , "" "" believe , ""
"" intend , "" and similar expressions and variations thereof are intended to identify
forward - looking statements . investors are cautioned that any such forward - looking statements
are not guarantees of future performance and involve risks and uncertainties , many of which
are beyond the company ' s ability to control , and that actual results may differ materially
from those projected in the forward - looking statements as a result of various factors . this
profile is not without bias , and is a paid advertisement .
s 2 p is not liable for any investment decisions by its readers or
subscribers .
s 2 p is not a registered broker dealer or investment advisor . it is strongly
recommended that any purchase or sale decision be discussed with a financial adviser , or a
broker - dealer , or a member of any financial regulatory bodies . the information contained
in
s 2 p profiles is provided as an information only service . the accuracy or
completeness of the information is not guaranteed and is only as reliable as the sources from
which it was obtained . investing in micro cap stocks is extremely risky and , investors are
cautioned that they may lose all or a portion of their investment if they make a purchase in
gspm .
s 2 p has been compensated two million free trading shares of gspm by a third party
non - affiliate ( charlton investments ltd ) . the reader should verify all claims and do their
own due diligence before investing in any securities mentioned . investing in securities is
speculative and carries a high degree of risk . we encourage our readers to invest carefully
and read the investor information available at the web sites of the securities and exchange
commission ( "" sec "" ) at
http : / / www . sec . gov and / or the
national association of securities dealers ( "" nasd "" ) at
http : / / www . nasd . com . we also
strongly recommend that you read the sec advisory to investors concerning internet stock
fraud , which can be found at
http : / / www . sec . gov / consumer / cyberfr . htm .
readers can review all public filings by companies at the sec ' s edgar page . the nasd has
published information on how to invest carefully at its web site .
s 2 p intends to sell all or a portion of the gspm stock at or about the time of
publication of this report . subsequently
s 2 p may buy or sell shares of gspm stock in the open market . since
s 2 p has been compensated there is an inherent conflict of interest .
this message was sent to address paliourg @ iit . demokritos . gr to stop receiving emails from this recurring list , send a blank email to unsub - xceescerwmikb @ stocksnut . comorsend a mail with your email address to
now technologies , 2234 north federal highway suite 481 , boca raton , florida 33431",1
"Subject: enron / hpl actuals for december 19 , 2000
teco tap 25 . 000 / enron ; 100 . 000 / hpl gas daily",0
"Subject: fw : chevron phillips chemical co . , lp ( hplc 04 / 01 sales / buyback )
daren -
per your e - mail to re : your changing price for pricing errors , as promised , please see lee p . ' s response below .
thanks !
tess
- - - - - original message - - - - -
from : ray , tess
sent : tuesday , may 08 , 2001 11 : 35 am
to : meyers , julie
subject : re : chevron phillips chemical co . , lp ( hplc 04 / 01 sales / buyback )
importance : high
julie -
04 / 01 price in sitara for deal 413462 shows hsc gdp da for both tiers . who should i contact to get price corrected to :
10 , 000 / d hsc _ flw + 1 high gdp da
11 , 000 / d hsc _ flw + 2 high gdp da
( i . e same as pre and post 04 / 01 prices shown for this deal in sitara )
thanks ,
tess
- - - - - original message - - - - -
from : meyers , julie
sent : tuesday , may 08 , 2001 11 : 01 am
to : ray , tess
subject : re : chevron phillips chemical co . , lp ( hplc 04 / 01 sales / buyback )
- - - - - - - - - - - - - - - - - - - - - - forwarded by julie meyers / hou / ect on 05 / 08 / 2001 10 : 57 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : lee l papayoti on 05 / 07 / 2001 04 : 54 pm
to : julie meyers / hou / ect @ ect
cc :
subject : re : chevron phillips chemical co . , lp ( hplc 04 / 01 sales / buyback ) >
sa 413462 is not the buyback , it ' s the swing . . .
the first 10 , 000 / d under sa 413462 should be hsc _ flw + 1 high gdp d . a .
anything over 10 , 000 / d should be hsc _ flw + 2 high gdp da
this is for all months from octo 0 to sepol
julie meyers
05 / 07 / 2001 04 : 43 pm
to : lee l papayoti / hou / ect @ ect
cc :
subject : chevron phillips chemical co . , lp ( hplc 04 / 01 sales / buyback )
what do you think ?
- - - - - - - - - - - - - - - - - - - - - - forwarded by julie meyers / hou / ect on 05 / 07 / 2001 04 : 39 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : tess ray / enron @ enronxgate on 05 / 07 / 2001 02 : 58 pm
to : daren j farmer / enron @ enronxgate
cc : julie meyers / hou / ect @ ect
subject : chevron phillips chemical co . , lp ( hplc 04 / 01 sales / buyback )
darren -
please advise on the 04 / 01 price for sales deal # sa 413462 on this buyback ( swing deal ) . the contract shows the price for 04 / 01 should be the same price as shown for 03 / 01 & 05 / 01 ( i . e . 04 / 01 price for deal # sa 413462 should be : 10 , 000 @ hsc _ flw + 1 high gdp d . a . & 11 , 000 @ hsc _ flw + 2 high gdp da ) .
thanks !
tess ray
tess . ray @ enron . com
contract accountant , gas settlements ( sales )
houston pipe line co .
1201 louisiana , la 1524 b
houston , tx . 77002
tel : 713 - 571 - 3274 fax : 713 - 646 - 8875
",0
"Subject: feedback error - 1 / 00
could one of you please extend deal # 151203 for meter 1595 ? this deal
expired 12 / 31 / 99 .
thanks .
aimee
- - - - - - - - - - - - - - - - - - - - - - forwarded by aimee lannou / hou / ect on 03 / 06 / 2000 02 : 45
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron north america corp .
from : karen lindley @ enron 03 / 06 / 2000 09 : 58 am
to : aimee lannou / hou / ect @ ect
cc :
subject : feedback error - 1 / 00
aimee ,
there is a feedback error on swing meter 981595 , deal number 151203 for
january 2000 . pops and mops systems match , however in checking in sitara ,
the deal number attached expired 12 / 31 / 99 .
i am not sure you are the correct person to address this with , if not , please
let me know . if you can fix this problem , please do so and let me know .
thanks and let me know if you need any addtional data as well .
karen
x 58381",0
"Subject: looking for medication ? we ` re the best source .
it is difficult to make our material condition better by the best law , but it is easy enough to ruin it by bad laws .
excuse me . . . : ) you just found the
best and simpliest site for
medication on the net . no perscription , easy
delivery .
private , secure , and easy .
better see rightly on a pound a week than squint on a million .
we ` ve got
anything that you will ever want .
erection treatment pills , anti - depressant pills , weight loss , and
more ! http : / / splicings . bombahakcx . com / 3 /
knowledge and human power are synonymous .
only high - quality stuff for low rates !
100 % moneyback guarantee !
there is no god , nature sufficeth unto herself in no wise hath she need of an author .",1
"Subject: enron net works
it is becoming increasingly clear that the development of ecommerce will have
a significant and continuing impact on the conduct of business in a broad
array of industries . through enrononline , enron has quickly become a major
catalyst for the transition to the web in the gas and electric industries .
enrononline has been an enormous success since its launch . since launch , we
have completed 67 , 043 transactions on line , with a total dollar value of over
$ 25 billion . enrononline is now the largest ecommerce site in the world .
we believe that the competitive success of enrononline is due to one very
specific reason . in addition to providing a web - based platform for
transactions , enron acts as principal to provide direct liquidity to the
site . we stand ready at all times , in any market conditions , to buy and sell
at the posted price . this converts a  & bulletin board  8 ( the more typical
ecommerce concept ) into a true market . there are very few , if any ,
competitors that can provide this capability .
we are increasingly convinced that this competitive advantage can be
dramatically expanded to other products and other geographies . if we are
correct , this could provide an enormous new opportunity for growth for enron .
accordingly , we are initiating a major new effort to capture this
opportunity . effective today we are creating a new business , enron net
works , to pursue new market development opportunities in ecommerce across a
broad range of industries . it is likely that this business will ultimately
be our fifth business segment , joining transmission mike
mcconnell , chief operating officer ; and jeff mcmahon , chief commercial
officer . these individuals will comprise the office of the chairman for
enron net works and remain on the executive committee of enron corp .
replacing greg whalley as president and chief operating officer of enron
north america is dave delainey , who will also join enron  , s executive
committee .
global technology will remain intact but will now be a part of enron net
works . it will maintain all of the same businesses and services as it did as
an enron global function . philippe bibi will remain the chief technology
officer for all of enron corp . and continues to be responsible for the
development of worldwide technology standards and platforms .
enrononline , headed by louise kitchen , will also remain intact and will now
be a part of enron net works . the success of enrononline enables us to
utilize this site as a model as we explore other markets . in addition , the
following individuals are included in enron net works along with their
current ecommerce initiatives : harry arora , public financial securities ; jay
fitzgerald , new markets identification ; bruce garner , metals ; and greg piper ,
pulp and paper .
over the next several weeks we will complete staffing and organizational
design and will provide full details on this exciting new business
opportunity .",0
"Subject: fw : tufco deal 108058
darin ,
since the volume on this ena deal is on pgev ( epgt texas ) pipeline , the ena volume management contact is hakeem ogunbunmi . his number is x - 31801 and he has been cc ' d on this note .
fyi - ena volume management has assumed all of the volume duties associated with all texas deals that are not specifically on houston pipe line . for those on houston pipe line , i will still be the contact . if you have any questions , please let me know .
buddy
x - 31933
- - - - - original message - - - - -
from : baxter , bryce
sent : tuesday , august 14 , 2001 5 : 25 pm
to : majorwitz , buddy
cc : farmer , daren j .
subject : tufco deal 108058
buddy - daren farmer called and said that on 4 / 30 / 2001 , on hpl deal # 108058 , that there was around 20 , 000 mmbtu scheduled , but when it was actualized , it was actualized at 0 . he thinks this is incorrect . can you check into this and get back with daren ? i ' ll be out of the office tomorrow , so please get back with him directly . thanks .",0
"Subject: take 30 % off with our super ticket !
use our super savings ticket at foot locker , lady foot locker , kids
foot locker , champs sports stores and at our web sites !
welcome to our friends & family super savings ticket .
use the special ticket below and receive 30 % off your purchase either in our
stores or on our web sites . hurry ! this three - day ticket only is good
thursday , jan . 25 , through saturday , jan 27 .
share the savings today and e - mail this offer to friends and family . many
items already are reduced and the discount is taken off the lowest sale price .
click below to print your friends & family super savings ticket . you must
bring the coupon to the store to redeem .
ready , set , save !
simply click on the links provided and our friends & family discount will
automatically appear at checkout or you can type the code into the promotion
box during checkout . and returns are hassle - free , either to one of our stores
or through the mail .
footlocker . com coupon code : em 21 f 2 jl
ladyfootlocker . com coupon code : em 23 ffjl
kidsfootlocker . com coupon code : em 22 ffjl
champssports . com coupon code : em 20 ffjl
don ' t be left out - register today , if you want to hear about our products ,
promotions , events and other specials - just click below to join .
* terms and conditions *
valid 1 / 25 / 01 through 1 / 27 / 01 . passport must be presented at the time of
purchase and cannot be used in conjunction with any other discount offer or
associate benefit . not redeemable for cash . applicable taxes must be paid by
the bearer . cannot be applied to prior purchases or to gift card purchases .
void if copied and where prohibited , licensed or regulated . catalog
exclusions apply . not valid at the nfl team shop at nfl experience in tampa ,
fl . discount does not apply to nike air force 1 , timberland field boots ,
jordan xi , nike shox and nfl super bowl products .
if you do not wish to receive future emails please click below to
unsubscribe :
",0
"Subject: re : meter 0980438 - acock production ? ? ? ? ? ?
vance :
when will the new deal , or deal # 380710 be made retroactive in path
manager ? the close deadline for expense contracts is wednesday october 25 th .
fred
mary poorman @ enron
10 / 24 / 2000 02 : 17 pm
to : vance l taylor / hou / ect @ ect
cc : fred boas / hou / ect @ ect , nick moshou / corp / enron @ enron , cynthia
hakemack / hou / ect @ ect , kristen j hanson / hou / ect @ ect , daren j
farmer / hou / ect @ ect , pat clynes / corp / enron @ enron , robert cotten / hou / ect @ ect ,
tom acton / corp / enron @ enron , jackie morgan / hou / ect @ ect
subject : re : meter 0980438 - acock production ? ? ? ? ? ?
i have spoken with clem , this meter is now "" non - allocatable "" , not unlike
meter 8751 on big cowboy . this meter needs to be set up as a receipt meter
attached to the gulf energy 27 - 009 - 08 agreement . this gas began flowing on
7 / 7 / 00 , so deal ticket 380710 , which begins 9 / 1 / 00 will need to be backed up
to july to account for the purchase of this production .
bob : please email me when the deal ticket is complete so that i can have
fred set up accounting arrangements on gulf energy .
fred : can you please determine whether or not we have paid ccgm for this gas ?
once again , thank you all for your assistance .
mary",0
"Subject: equistar meter # 1552
daren
we just did a deal for the rest of the month for 10 , 000 / d at meter # 1552
qe - 1 @ $ 4 . 355 . . . . can you let me and robert lloyd know what the sitara # is ?
thanks",0
"Subject: re : sitara training
i appreciate it
russ
- - - - - - - - - - - - - - - - - - - - - - forwarded by russ severson / hou / ect on 09 / 12 / 2000 03 : 52
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
daren j farmer
09 / 12 / 2000 03 : 37 pm
to : russ severson / hou / ect @ ect
cc :
subject : re : sitara training
russ ,
we will send liz , mary , susan , and sabrae to this training . thanks .
d
russ severson
09 / 12 / 2000 03 : 25 pm
to : daren j farmer / hou / ect @ ect
cc :
subject : re : sitara training
daren
the number of interested people turned out to be larger than the room can
handle . can you just send 3 or 4 for this meeting and i will set up a
secondary date for the others .
thanks
russ
x 37386
- - - - - - - - - - - - - - - - - - - - - - forwarded by russ severson / hou / ect on 09 / 12 / 2000 03 : 16
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
daren j farmer
09 / 08 / 2000 02 : 14 pm
to : russ severson / hou / ect @ ect
cc : pat clynes / corp / enron @ enron , liz bellamy / na / enron @ enron , sabrae
zajac / hou / ect @ ect , mary poorman / na / enron @ enron , susan hadix / na / enron @ enron ,
tom acton / corp / enron @ enron , mark mccoy / corp / enron @ enron , eddie
janzen / na / enron @ enron
subject : re : sitara training
russ ,
i would like for the following people from the texas region to attend :
liz bellamy
sabrae zajak
mary poorman
susan hadix
tom acton
mark mccoy
eddie janzen
let me know if this group is too large and move some to a later date . thanks .
d
russ severson
09 / 08 / 2000 08 : 53 am
to : george smith / hou / ect @ ect , tricia bowen / hou / ect @ ect , victor
lamadrid / hou / ect @ ect , daren j farmer / hou / ect @ ect , patti sullivan / hou / ect @ ect
cc :
subject : sitara training
i will be giving a training session on wed 9 / 13 / 00 in 21 c 2 from 3 : 00 - 4 : 30
pm .
i would like for you to send to the class any new logistics personnel that
you might think could use a sitara overview .
if someone cannot make it at this time , let me know their names and i will
try to schedule something for them at a later time .
if possible , please send me a note on who might be attending , so i can get an
approximate head count .
call me or e - mail me if you have any questions
russ
x 37386",0
